arbitrage_rank,arbitrage_multiple,poecurrency_title,poecurrency_category,poecurrency_price_usd,poecurrency_stock,listing_quantity,scout_name,scout_category,scout_kind,scout_divine_price,listing_divine_value,scout_quantity,price_per_divine_usd,usd_per_divine,direct_divine_price_usd
1,5.1706,Idol of Silk,Socketable / Idol,0.01,-1,1.0,Idol of Silk,Ritual Omens,currency,1.034118,1.034118,1,0.00967,0.00967,0.05
2,3.2723,Essence of Insulation,Crafted Currency / Essences,0.0055,-1,1.0,Essence of Insulation,Essences,currency,0.359951,0.359951,1,0.01528,0.01528,0.05
3,2.0484,Lesser Essence of Alacrity,Crafted Currency / Essences,0.022,-1,1.0,Lesser Essence of Alacrity,Essences,currency,0.901292,0.901292,1,0.024409,0.024409,0.05
4,1.9977,Perfect Essence of the Body,Crafted Currency / Essences,0.0013,-1,1.0,Perfect Essence of the Body,Essences,currency,0.05274,0.05274,20,0.025029,0.025029,0.05
5,1.6835,Kalisa's Crescendo,Skill Gems & Support Gems / Lineage Support Gems,0.0297,-1,1.0,Kalisa's Crescendo,Lineage Support Gems,currency,1.0,1.0,2,0.0297,0.0297,0.05
6,1.5948,Omen of Chaotic Rarity,Crafted Currency / Ritual Omens,0.011,-1,1.0,Omen of Chaotic Rarity,Ritual Omens,currency,0.350851,0.350851,3597,0.031352,0.031352,0.05
7,1.4774,Perfect Essence of the Infinite,Crafted Currency / Essences,0.0033,-1,1.0,Perfect Essence of the Infinite,Essences,currency,0.097508,0.097508,315,0.033843,0.033843,0.05
8,1.4695,Refined Sibilant Catalyst,Crafted Currency / Breach Catalysts,0.165,-1,1.0,Refined Sibilant Catalyst,Breach,currency,4.849342,4.849342,234,0.034025,0.034025,0.05
9,1.4583,Emergent Vigour,Socketable / Runes,0.24,-1,1.0,Emergent Vigour,Expedition Coinage & Artifacts,currency,7.0,7.0,1,0.034286,0.034286,0.05
10,1.3636,Emergent Instinct,Socketable / Runes,0.11,-1,1.0,Emergent Instinct,Expedition Coinage & Artifacts,currency,3.0,3.0,1,0.036667,0.036667,0.05
11,1.3098,Ancient Rune of Animosity,Socketable / Runes,0.02,-1,1.0,Ancient Rune of Animosity,Runes,currency,0.523909,0.523909,2,0.038175,0.038175,0.05
12,1.1691,Essence of Electricity,Crafted Currency / Essences,0.022,-1,1.0,Essence of Electricity,Essences,currency,0.514398,0.514398,2,0.042768,0.042768,0.05
13,1.1305,Essence of Delirium,Crafted Currency / Essences,0.022,-1,1.0,Essence of Delirium,Essences,currency,0.497435,0.497435,48,0.044227,0.044227,0.05
14,1.1201,Warding Rune of Armature,Socketable / Runes,0.02,-1,1.0,Warding Rune of Armature,Runes,currency,0.448057,0.448057,1,0.044637,0.044637,0.05
15,1.092,Essence of Ice,Crafted Currency / Essences,0.022,-1,1.0,Essence of Ice,Essences,currency,0.480497,0.480497,2,0.045786,0.045786,0.05
16,1.0671,Greater Ward Rune,Socketable / Runes,0.01,-1,1.0,Greater Ward Rune,Runes,currency,0.213416,0.213416,14,0.046857,0.046857,0.05
17,1.0,Stone Rune,Socketable / Runes,0.01,-1,1.0,Stone Rune,Runes,currency,0.2,0.2,10,0.05,0.05,0.05
18,1.0,Divine Orb,Direct Divine Baseline,0.05,,1.0,Divine Orb,Currency,currency,1.0,1.0,,0.05,0.05,0.05
19,0.9482,Lesser Essence of Seeking,Crafted Currency / Essences,0.055,-1,1.0,Lesser Essence of Seeking,Essences,currency,1.043043,1.043043,1,0.05273,0.05273,0.05
20,0.9204,Carved Majesty,Socketable / Runes,9.42,-1,1.0,Carved Majesty,Expedition Coinage & Artifacts,currency,173.4,173.4,5,0.054325,0.054325,0.05
21,0.9102,Refined Uul-Netol's Catalyst,Crafted Currency / Breach Catalysts,0.0055,-1,1.0,Refined Uul-Netol's Catalyst,Breach,currency,0.100117,0.100117,88,0.054936,0.054936,0.05
22,0.9031,Lesser Essence of Abrasion,Crafted Currency / Essences,0.022,-1,1.0,Lesser Essence of Abrasion,Essences,currency,0.397386,0.397386,4,0.055362,0.055362,0.05
23,0.8961,Ancient Rune of Discovery,Socketable / Runes,0.02,-1,1.0,Ancient Rune of Discovery,Runes,currency,0.358445,0.358445,1,0.055797,0.055797,0.05
24,0.8777,Uhtred's Augury,Skill Gems & Support Gems / Lineage Support Gems,4.521,-1,1.0,Uhtred's Augury,Lineage Support Gems,currency,79.36364,79.36364,22,0.056966,0.056966,0.05
25,0.8765,Craiceann's Rune of Recovery,Socketable / Runes,0.02,-1,1.0,Craiceann's Rune of Recovery,Runes,currency,0.350611,0.350611,3,0.057043,0.057043,0.05
26,0.8663,Paquate's Pact,Skill Gems & Support Gems / Lineage Support Gems,0.0209,-1,1.0,Paquate's Pact,Lineage Support Gems,currency,0.362129,0.362129,3,0.057714,0.057714,0.05
27,0.8618,Ancient Rune of the Titan,Socketable / Runes,0.02,-1,1.0,Ancient Rune of the Titan,Runes,currency,0.344706,0.344706,3,0.05802,0.05802,0.05
28,0.8264,Omen of Secret Compartments,Crafted Currency / Ritual Omens,0.121,-1,1.0,Omen of Secret Compartments,Ritual Omens,currency,2.0,2.0,10,0.0605,0.0605,0.05
29,0.769,Kaom's Madness,Skill Gems & Support Gems / Lineage Support Gems,0.0121,-1,1.0,Kaom's Madness,Lineage Support Gems,currency,0.1861,0.1861,10,0.065019,0.065019,0.05
30,0.7581,Esh's Radiance,Skill Gems & Support Gems / Lineage Support Gems,7.535,-1,1.0,Esh's Radiance,Lineage Support Gems,currency,114.25,114.25,8,0.065952,0.065952,0.05
31,0.7513,Atziri's Allure,Skill Gems & Support Gems / Lineage Support Gems,0.1331,-1,1.0,Atziri's Allure,Lineage Support Gems,currency,2.0,2.0,1,0.06655,0.06655,0.05
32,0.7505,Victorious Fate,Keys ＆ Maps / Pinnacle Boss Keys,0.517,-1,1.0,Victorious Fate,Fragments,currency,7.760342,7.760342,99,0.066621,0.066621,0.05
33,0.7289,Warding Rune of Salvaging,Socketable / Runes,0.02,-1,1.0,Warding Rune of Salvaging,Runes,currency,0.291553,0.291553,1,0.068598,0.068598,0.05
34,0.7199,Inspiration Rune,Socketable / Runes,0.03,-1,1.0,Inspiration Rune,Runes,currency,0.431941,0.431941,1,0.069454,0.069454,0.05
35,0.6989,Emergent Possibility,Socketable / Runes,2.48,-1,1.0,Emergent Possibility,Expedition Coinage & Artifacts,currency,34.666668,34.666668,3,0.071538,0.071538,0.05
36,0.6983,Essence of Opulence,Crafted Currency / Essences,0.077,-1,1.0,Essence of Opulence,Essences,currency,1.075336,1.075336,1,0.071606,0.071606,0.05
37,0.6886,Uul-Netol's Embrace,Skill Gems & Support Gems / Lineage Support Gems,32.99,-1,1.0,Uul-Netol's Embrace,Lineage Support Gems,currency,454.33334,454.33334,6,0.072612,0.072612,0.05
38,0.6885,Refined Carapace Catalyst,Crafted Currency / Breach Catalysts,0.011,-1,1.0,Refined Carapace Catalyst,Breach,currency,0.151479,0.151479,214,0.072617,0.072617,0.05
39,0.679,Atalui's Bloodletting,Skill Gems & Support Gems / Lineage Support Gems,0.253,-1,1.0,Atalui's Bloodletting,Lineage Support Gems,currency,3.435897,3.435897,39,0.073634,0.073634,0.05
40,0.6753,Deadly Fate,Keys ＆ Maps / Pinnacle Boss Keys,0.55,-1,1.0,Deadly Fate,Fragments,currency,7.42818,7.42818,78,0.074042,0.074042,0.05
41,0.6643,Cowardly Fate,Keys ＆ Maps / Pinnacle Boss Keys,0.583,-1,1.0,Cowardly Fate,Fragments,currency,7.745798,7.745798,128,0.075267,0.075267,0.05
42,0.6376,Refined Tul's Catalyst,Crafted Currency / Breach Catalysts,0.011,-1,1.0,Refined Tul's Catalyst,Breach,currency,0.140277,0.140277,228,0.078416,0.078416,0.05
43,0.6348,Rune of the Hunt,Socketable / Runes,0.02,-1,1.0,Rune of the Hunt,Runes,currency,0.253924,0.253924,1,0.078764,0.078764,0.05
44,0.6314,Kurgal's Gaze,Socketable / Gaze,2.94,-1,1.0,Kurgal's Gaze,Abyssal Bones,currency,37.125,37.125,8,0.079192,0.079192,0.05
45,0.6061,Uhtred's Exodus,Skill Gems & Support Gems / Lineage Support Gems,19.58,-1,1.0,Uhtred's Exodus,Lineage Support Gems,currency,237.33333,237.33333,3,0.0825,0.0825,0.05
46,0.5759,Warding Rune of Stability,Socketable / Runes,0.01,-1,1.0,Warding Rune of Stability,Runes,currency,0.115184,0.115184,1,0.086817,0.086817,0.05
47,0.5342,Xoph's Pyre,Skill Gems & Support Gems / Lineage Support Gems,4.521,-1,1.0,Xoph's Pyre,Lineage Support Gems,currency,48.3,48.3,10,0.093602,0.093602,0.05
48,0.5099,Refined Reaver Catalyst,Crafted Currency / Breach Catalysts,0.22,-1,1.0,Refined Reaver Catalyst,Breach,currency,2.24375,2.24375,221,0.09805,0.09805,0.05
49,0.5006,Faded Crisis Fragment,Keys ＆ Maps / Pinnacle Boss Keys,0.495,-1,1.0,Faded Crisis Fragment,Fragments,currency,4.955491,4.955491,224,0.099889,0.099889,0.05
50,0.4984,Rune of Accumulation,Socketable / Runes,0.02,-1,1.0,Rune of Accumulation,Runes,currency,0.19938,0.19938,2,0.100311,0.100311,0.05
51,0.4701,Lesser Essence of Sorcery,Crafted Currency / Essences,0.055,-1,1.0,Lesser Essence of Sorcery,Essences,currency,0.517059,0.517059,2,0.106371,0.106371,0.05
52,0.4635,Ahn's Citadel,Skill Gems & Support Gems / Lineage Support Gems,0.0363,-1,1.0,Ahn's Citadel,Lineage Support Gems,currency,0.336505,0.336505,4,0.107874,0.107874,0.05
53,0.4581,Essence of Haste,Crafted Currency / Essences,0.011,-1,1.0,Essence of Haste,Essences,currency,0.100786,0.100786,2,0.109142,0.109142,0.05
54,0.4481,Idol of Greust,Socketable / Idol,0.02,-1,1.0,Idol of Greust,Ritual Omens,currency,0.179223,0.179223,1,0.111593,0.111593,0.05
55,0.4319,Desert Rune,Socketable / Runes,0.01,-1,1.0,Desert Rune,Runes,currency,0.086388,0.086388,3,0.115757,0.115757,0.05
56,0.4232,Owl idol,Socketable / Idol,0.01,-1,1.0,Owl Idol,Idols,currency,0.084641,0.084641,2,0.118145,0.118145,0.05
57,0.4169,Warding Rune of Reinforcement,Socketable / Runes,0.02,-1,1.0,Warding Rune of Reinforcement,Runes,currency,0.166757,0.166757,67,0.119935,0.119935,0.05
58,0.4141,Refined Adaptive Catalyst,Crafted Currency / Breach Catalysts,0.011,-1,1.0,Refined Adaptive Catalyst,Breach,currency,0.091101,0.091101,184,0.120745,0.120745,0.05
59,0.4127,Omen of Dextral Erasure,Crafted Currency / Ritual Omens,1.177,-1,1.0,Omen of Dextral Erasure,Ritual Omens,currency,9.715976,9.715976,539,0.121141,0.121141,0.05
60,0.4097,Ancient Diluted Liquid Greed,Crafted Currency / Distilled Items,0.011,-1,1.0,Ancient Diluted Liquid Greed,Delirium,currency,0.090143,0.090143,2,0.122028,0.122028,0.05
61,0.3957,Tecrod's Gaze,Socketable / Gaze,1.07,-1,1.0,Tecrod's Gaze,Abyssal Bones,currency,8.466952,8.466952,29,0.126374,0.126374,0.05
62,0.3955,Vision Rune,Socketable / Runes,0.03,-1,1.0,Vision Rune,Runes,currency,0.237309,0.237309,7,0.126417,0.126417,0.05
63,0.3919,Fenumus' Rune of Spinning,Socketable / Runes,0.01,-1,1.0,Fenumus' Rune of Spinning,Runes,currency,0.078379,0.078379,25,0.127586,0.127586,0.05
64,0.39,Kulemak's Dominion,Skill Gems & Support Gems / Lineage Support Gems,0.0176,-1,1.0,Kulemak's Dominion,Lineage Support Gems,currency,0.137297,0.137297,2,0.12819,0.12819,0.05
65,0.3882,Uhtred's Omen,Skill Gems & Support Gems / Lineage Support Gems,1.507,-1,1.0,Uhtred's Omen,Lineage Support Gems,currency,11.701303,11.701303,35,0.128789,0.128789,0.05
66,0.3777,Omen of the Sovereign,Crafted Currency / Ritual Omens,0.0055,-1,1.0,Omen of the Sovereign,Ritual Omens,currency,0.041549,0.041549,7,0.132375,0.132375,0.05
67,0.3755,Ward Rune,Socketable / Runes,0.03,-1,1.0,Ward Rune,Runes,currency,0.225296,0.225296,6,0.133158,0.133158,0.05
68,0.3722,Uhtred's Saga,Keys ＆ Maps / Expedition Coinace &amp; Artifacts,0.11,-1,1.0,Uhtred's Saga,Expedition Coinage & Artifacts,currency,0.818841,0.818841,306,0.134336,0.134336,0.05
69,0.367,Zarokh's Refrain,Skill Gems & Support Gems / Lineage Support Gems,0.0363,-1,1.0,Zarokh's Refrain,Lineage Support Gems,currency,0.266428,0.266428,10,0.136247,0.136247,0.05
70,0.3668,Omen of Chaotic Quantity,Crafted Currency / Ritual Omens,0.044,-1,1.0,Omen of Chaotic Quantity,Ritual Omens,currency,0.322802,0.322802,3741,0.136306,0.136306,0.05
71,0.3653,Omen of Chaotic Monsters,Crafted Currency / Ritual Omens,0.022,-1,1.0,Omen of Chaotic Monsters,Ritual Omens,currency,0.160739,0.160739,2272,0.136867,0.136867,0.05
72,0.3606,Ancient Rune of Retaliation,Socketable / Runes,0.02,-1,1.0,Ancient Rune of Retaliation,Runes,currency,0.14424,0.14424,2,0.138658,0.138658,0.05
73,0.3592,Omen of Whittling,Crafted Currency / Ritual Omens,1.21,-1,1.0,Omen of Whittling,Ritual Omens,currency,8.693847,8.693847,1693,0.139179,0.139179,0.05
74,0.3491,Omen of Dextral Annulment,Crafted Currency / Ritual Omens,1.177,-1,1.0,Omen of Dextral Annulment,Ritual Omens,currency,8.217739,8.217739,329,0.143227,0.143227,0.05
75,0.3272,Lesser Essence of the Infinite,Crafted Currency / Essences,0.022,-1,1.0,Lesser Essence of the Infinite,Essences,currency,0.14398,0.14398,1,0.152799,0.152799,0.05
76,0.3272,Lesser Essence of Electricity,Crafted Currency / Essences,0.022,-1,1.0,Lesser Essence of Electricity,Essences,currency,0.14398,0.14398,1,0.152799,0.152799,0.05
77,0.3232,Essence of Enhancement,Crafted Currency / Essences,0.033,-1,1.0,Essence of Enhancement,Essences,currency,0.21332,0.21332,3,0.154697,0.154697,0.05
78,0.3168,Rune of Vitality,Socketable / Runes,0.02,-1,1.0,Rune of Vitality,Runes,currency,0.126703,0.126703,1,0.15785,0.15785,0.05
79,0.3066,Omen of Sinistral Annulment,Crafted Currency / Ritual Omens,1.837,-1,1.0,Omen of Sinistral Annulment,Ritual Omens,currency,11.266268,11.266268,418,0.163053,0.163053,0.05
80,0.3056,Omen of Sinistral Erasure,Crafted Currency / Ritual Omens,1.837,-1,1.0,Omen of Sinistral Erasure,Ritual Omens,currency,11.229427,11.229427,288,0.163588,0.163588,0.05
81,0.3055,Essence of Sorcery,Crafted Currency / Essences,0.044,-1,1.0,Essence of Sorcery,Essences,currency,0.268834,0.268834,1,0.16367,0.16367,0.05
82,0.304,Essence of Horror,Crafted Currency / Essences,0.077,-1,1.0,Essence of Horror,Essences,currency,0.468088,0.468088,66,0.164499,0.164499,0.05
83,0.303,Carved Cunning,Socketable / Runes,0.99,-1,1.0,Carved Cunning,Expedition Coinage & Artifacts,currency,6.0,6.0,1,0.165,0.165,0.05
84,0.2917,Saqawal's Rune of Memory,Socketable / Runes,0.02,-1,1.0,Saqawal's Rune of Memory,Runes,currency,0.11668,0.11668,10,0.171409,0.171409,0.05
85,0.2841,Warding Rune of Obsession,Socketable / Runes,0.04,-1,1.0,Warding Rune of Obsession,Runes,currency,0.227256,0.227256,2,0.176013,0.176013,0.05
86,0.2833,Thane Grannell's Rune of Mastery,Socketable / Runes,0.02,-1,1.0,Thane Grannell's Rune of Mastery,Runes,currency,0.113303,0.113303,13,0.176517,0.176517,0.05
87,0.2828,Rune of the Prism,Socketable / Runes,0.01,-1,1.0,Rune of the Prism,Runes,currency,0.056555,0.056555,8,0.176818,0.176818,0.05
88,0.2763,Omen of Dextral Crystallisation,Crafted Currency / Ritual Omens,0.066,-1,1.0,Omen of Dextral Crystallisation,Ritual Omens,currency,0.364728,0.364728,658,0.180957,0.180957,0.05
89,0.2697,Dialla's Desire,Skill Gems & Support Gems / Lineage Support Gems,31.636,-1,1.0,Dialla's Desire,Lineage Support Gems,currency,170.65218,170.65218,23,0.185383,0.185383,0.05
90,0.2636,Omen of Dextral Exaltation,Crafted Currency / Ritual Omens,0.0025,-1,1.0,Omen of Dextral Exaltation,Ritual Omens,currency,0.013337,0.013337,690,0.189698,0.189698,0.05
91,0.2601,Rigwald's Ferocity,Skill Gems & Support Gems / Lineage Support Gems,21.087,-1,1.0,Rigwald's Ferocity,Lineage Support Gems,currency,109.68421,109.68421,19,0.192252,0.192252,0.05
92,0.254,Vilenta's Propulsion,Skill Gems & Support Gems / Lineage Support Gems,0.0297,-1,1.0,Vilenta's Propulsion,Lineage Support Gems,currency,0.150853,0.150853,20,0.196881,0.196881,0.05
93,0.2506,Mystic Alloy,Crafted Currency / Alloy,0.011,-1,1.0,Mystic Alloy,Verisium,currency,0.055126,0.055126,113,0.199544,0.199544,0.05
94,0.2505,Courtesan Mannan's Rune of Cruelty,Socketable / Runes,0.01,-1,1.0,Courtesan Mannan's Rune of Cruelty,Runes,currency,0.050105,0.050105,5,0.19958,0.19958,0.05
95,0.2498,Omen of Chance,Crafted Currency / Ritual Omens,3.08,-1,1.0,Omen of Chance,Ritual Omens,currency,15.389266,15.389266,52,0.200139,0.200139,0.05
96,0.2482,Atmohua's Soul Core of Retreat,Socketable / Soul Cores,0.02,-1,1.0,Atmohua's Soul Core of Retreat,Soul Cores,currency,0.099286,0.099286,11,0.201438,0.201438,0.05
97,0.2439,Perfect Ward Rune,Socketable / Runes,0.41,-1,1.0,Perfect Ward Rune,Runes,currency,2.0,2.0,3,0.205,0.205,0.05
98,0.2426,Omen of the Blackblooded,Crafted Currency / Ritual Omens,0.033,-1,1.0,Omen of the Blackblooded,Ritual Omens,currency,0.16013,0.16013,79,0.206083,0.206083,0.05
99,0.2418,Raven-Touched Shard,Socketable / Runes,14.87,-1,1.0,Raven-Touched Shard,Ritual Omens,currency,71.92,71.92,50,0.206758,0.206758,0.05
100,0.238,Warding Rune of Hollowing,Socketable / Runes,0.02,-1,1.0,Warding Rune of Hollowing,Runes,currency,0.095199,0.095199,2,0.210087,0.210087,0.05
101,0.2376,Storm Rune,Socketable / Runes,0.02,-1,1.0,Storm Rune,Runes,currency,0.095027,0.095027,6,0.210466,0.210466,0.05
102,0.232,Soul Core of Azcapa,Socketable / Soul Cores,0.53,-1,1.0,Soul Core of Azcapa,Soul Cores,currency,2.459274,2.459274,19,0.215511,0.215511,0.05
103,0.2312,Aldur's Saga,Keys ＆ Maps / Expedition Coinace &amp; Artifacts,6.996,-1,1.0,Aldur's Saga,Expedition Coinage & Artifacts,currency,32.34263,32.34263,104,0.216309,0.216309,0.05
104,0.2304,Lesser Resolve Rune,Socketable / Runes,0.03,-1,1.0,Lesser Resolve Rune,Runes,currency,0.138221,0.138221,1,0.217044,0.217044,0.05
105,0.2291,Omen of Answered Prayers,Crafted Currency / Ritual Omens,0.022,-1,1.0,Omen of Answered Prayers,Ritual Omens,currency,0.100786,0.100786,1,0.218284,0.218284,0.05
106,0.2266,Omen of Sanctification,Crafted Currency / Ritual Omens,0.132,-1,1.0,Omen of Sanctification,Ritual Omens,currency,0.598246,0.598246,123,0.220645,0.220645,0.05
107,0.224,Ancient Rune of the Horde,Socketable / Runes,0.02,-1,1.0,Ancient Rune of the Horde,Runes,currency,0.089611,0.089611,1,0.223186,0.223186,0.05
108,0.224,Ancient Rune of Shattering,Socketable / Runes,0.02,-1,1.0,Ancient Rune of Shattering,Runes,currency,0.089611,0.089611,1,0.223186,0.223186,0.05
109,0.2227,Garukhan's Resolve,Skill Gems & Support Gems / Lineage Support Gems,89.166,-1,1.0,Garukhan's Resolve,Lineage Support Gems,currency,397.16666,397.16666,18,0.224505,0.224505,0.05
110,0.2224,Perfect Resolve Rune,Socketable / Runes,0.45,-1,1.0,Perfect Resolve Rune,Runes,currency,2.001575,2.001575,4,0.224823,0.224823,0.05
111,0.2119,Perfect Glacial Rune,Socketable / Runes,0.4,-1,1.0,Perfect Glacial Rune,Runes,currency,1.695402,1.695402,14,0.235932,0.235932,0.05
112,0.2112,Robust Rune,Socketable / Runes,0.03,-1,1.0,Robust Rune,Runes,currency,0.126703,0.126703,3,0.236775,0.236775,0.05
113,0.209,Perfect Vision Rune,Socketable / Runes,0.45,-1,1.0,Perfect Vision Rune,Runes,currency,1.880758,1.880758,11,0.239265,0.239265,0.05
114,0.208,Perfect Robust Rune,Socketable / Runes,0.45,-1,1.0,Perfect Robust Rune,Runes,currency,1.871574,1.871574,18,0.240439,0.240439,0.05
115,0.2052,Perfect Essence of Grounding,Crafted Currency / Essences,0.011,-1,1.0,Perfect Essence of Grounding,Essences,currency,0.045144,0.045144,51,0.243663,0.243663,0.05
116,0.2045,Carved Mischief,Socketable / Runes,0.05,-1,1.0,Carved Mischief,Expedition Coinage & Artifacts,currency,0.204452,0.204452,1,0.244556,0.244556,0.05
117,0.202,Omen of Light,Crafted Currency / Ritual Omens,2.057,-1,1.0,Omen of Light,Ritual Omens,currency,8.311862,8.311862,1499,0.247478,0.247478,0.05
118,0.2003,Refined Xoph's Catalyst,Crafted Currency / Breach Catalysts,0.033,-1,1.0,Refined Xoph's Catalyst,Breach,currency,0.132206,0.132206,294,0.24961,0.24961,0.05
119,0.1969,Perfect Mind Rune,Socketable / Runes,0.37,-1,1.0,Perfect Mind Rune,Runes,currency,1.45712,1.45712,49,0.253926,0.253926,0.05
120,0.1963,Lesser Essence of the Body,Crafted Currency / Essences,0.011,-1,1.0,Lesser Essence of the Body,Essences,currency,0.043194,0.043194,1,0.254664,0.254664,0.05
121,0.1963,Essence of Seeking,Crafted Currency / Essences,0.022,-1,1.0,Essence of Seeking,Essences,currency,0.086388,0.086388,1,0.254664,0.254664,0.05
122,0.1941,Perfect Desert Rune,Socketable / Runes,0.4,-1,1.0,Perfect Desert Rune,Runes,currency,1.552509,1.552509,7,0.257647,0.257647,0.05
123,0.192,Glacial Rune,Socketable / Runes,0.03,-1,1.0,Glacial Rune,Runes,currency,0.115184,0.115184,3,0.260452,0.260452,0.05
124,0.192,idol of Grold,Socketable / Idol,0.03,-1,1.0,Idol of Grold,Idols,currency,0.115184,0.115184,1,0.260452,0.260452,0.05
125,0.1899,Greater Rune of Alacrity,Socketable / Runes,0.21,-1,1.0,Greater Rune of Alacrity,Runes,currency,0.797772,0.797772,6,0.263233,0.263233,0.05
